claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
395995392,45,M,1,71,60897.6,0,0,Own,80042,5/22/2023,Monday,Parking Lot,0,1,21,Phone,1,6,Compact,57703.95845,silver,18073.15743,4113.910094,500,1232.57,9.811735667,0,N
396576000,37,F,1,77,57803.2,1,1,Rent,85032,7/10/2024,Wednesday,Local,0,1,71,Phone,0,7,Compact,15504.27118,black,21556.35289,4573.098981,500,1055.6,6.918827617,2,N
396990720,28,F,0,83,53305.6,0,0,Rent,50049,4/11/2024,Thursday,Local,0,0,21,Phone,0,4,Large,11559.67545,gray,20382.31752,8153.444362,2000,1239.06,7.752408983,4,N
397198080,34,M,0,69,56401.6,0,1,Rent,15024,1/12/2023,Thursday,Local,2,0,94,Phone,1,2,Large,29597.31358,black,6637.48235,3033.998908,500,1055.6,8.204332202,4,N
397239552,45,F,1,76,60918.4,1,1,Own,15035,4/25/2024,Thursday,Highway,0,0,76,Phone,0,10,Large,28853.67497,white,34504.50126,4029.105073,1000,999.43,9.09170051,6,N
397384704,33,M,1,68,55932.8,0,0,Rent,85005,3/13/2023,Monday,Local,1,0,12,Phone,1,3,Large,7997.902759,white,22195.20555,12573.82508,500,1232.57,7.648966023,2,N
397592064,34,F,1,85,56427.2,1,1,Own,50026,6/19/2024,Wednesday,Parking Lot,0,0,100,Phone,1,4,Medium,8831.588782,gray,10781.03116,1444.493315,2000,1239.06,10.68853633,3,N
397716480,38,F,1,85,58208,1,1,Rent,50027,2/23/2023,Thursday,Local,0,1,95,Phone,1,3,Large,15597.72908,blue,8557.43481,9355.991553,500,1082.36,8.148107029,1,N
398068992,32,M,1,87,55420.8,1,1,Own,20152,4/1/2024,Monday,Parking Lot,0,0,0,Phone,1,2,Large,15422.45815,gray,4858.334507,5177.842894,500,1232.57,7.429437647,5,Y
398110464,54,F,0,72,63816,1,1,Own,20134,1/19/2023,Thursday,Parking Lot,0,0,25,Phone,1,4,Large,19635.32174,silver,12724.99855,13003.04275,500,1078.65,11.10784703,4,Y
398172672,54,M,0,63,63811.2,1,0,Own,85069,8/14/2024,Wednesday,Highway,0,0,1,Phone,0,6,Large,30455.16985,white,11717.12195,2636.895992,500,1518.54,8.423471408,6,N
398234880,37,M,1,86,57768,0,1,Rent,85036,8/24/2024,Saturday,Local,0,0,71,Phone,1,8,Medium,18290.78541,red,13150.50315,3654.814762,2000,1239.06,7.350538418,4,N
398317824,38,M,1,55,58209.6,1,1,Own,85071,10/5/2023,Thursday,Local,0,0,2,Phone,1,8,Compact,36203.01474,red,41950.6421,5039.183966,1000,1622.67,8.402204827,1,N
398359296,41,F,1,71,59448,1,0,Own,50021,10/29/2023,Sunday,Parking Lot,0,0,40,Phone,0,0,Compact,34043.25632,red,28585.29804,3624.965425,500,1082.36,8.900902897,4,Y
398587392,32,F,1,70,55457.6,1,1,Own,85016,11/21/2024,Thursday,Local,0,0,69,Phone,1,3,Compact,16070.20652,red,10278.41885,4175.974399,1000,1726.91,9.786180846,5,N
398711808,51,F,1,87,82908.8,1,1,Own,15035,11/28/2024,Thursday,Highway,1,0,46,Phone,1,2,Medium,12001.25812,silver,11394.95461,2290.315321,500,1078.65,9.296786878,5,N
398794752,43,F,1,87,60155.2,0,0,Rent,50039,7/8/2023,Saturday,Local,2,0,50,Phone,1,4,Compact,28243.19413,black,14236.62267,2732.653338,500,1518.54,9.968252868,2,N
399665664,33,M,0,57,55955.2,1,0,Own,80040,8/2/2023,Wednesday,Local,0,0,95,Phone,0,11,Compact,16570.15869,black,39756.91439,2440.666433,500,1055.6,8.719934586,3,N
399707136,46,F,1,90,61235.2,0,1,Own,85016,2/20/2023,Monday,Parking Lot,0,1,31,Phone,1,5,Compact,36113.49608,white,16212.56356,3101.808002,2000,1155.97,10.31130891,3,Y
400018176,62,F,1,86,66014.4,0,0,Own,20117,4/5/2024,Friday,Highway,0,0,45,Phone,1,9,Compact,12370.43624,blue,13624.84702,3749.455296,1000,1622.67,9.904649984,4,N
400059648,39,M,1,83,58648,1,0,Own,85006,6/7/2023,Wednesday,Local,1,1,19,Phone,1,4,Large,6735.34404,red,5133.279207,4763.8813,500,1082.36,10.67947742,5,N
400267008,32,M,1,59,55454.4,0,1,Own,15022,10/19/2024,Saturday,Local,1,0,72,Phone,0,1,Medium,12200.29927,silver,35321.45821,4507.592146,1000,999.43,7.335064299,6,N
400515840,39,F,1,98,58638.4,1,1,Rent,80010,9/29/2024,Sunday,Local,5,0,1,Phone,1,4,Medium,28731.2474,silver,31389.11901,7124.323575,500,1078.65,9.953956241,4,N
400536576,37,F,1,75,57742.4,1,0,Own,50002,11/20/2024,Wednesday,Local,2,1,18,Phone,1,8,Large,8047.624469,black,10363.04806,5477.611743,1000,1324.78,9.293708949,6,N
401034240,46,F,1,72,61241.6,1,1,Own,20156,2/4/2024,Sunday,Local,0,0,9,Phone,0,5,Compact,23116.21134,blue,3380.418595,6998.147,1000,999.43,10.02129761,3,N
401075712,37,F,1,62,57745.6,1,1,Own,85067,2/4/2024,Sunday,Parking Lot,1,0,58,Phone,1,3,Medium,31879.94933,gray,12965.28473,9712.503817,1000,1726.91,7.831805712,6,N
401366016,38,M,1,78,58222.4,1,1,Own,15010,8/24/2024,Saturday,Parking Lot,0,*,30,Phone,1,3,Medium,12390.87227,gray,42433.5462,5408.700411,500,1354.2,7.68365817,3,Y
401428224,46,M,1,90,61268.8,1,0,Own,50001,2/23/2023,Thursday,Parking Lot,2,0,98,Phone,0,4,Medium,11844.5471,silver,20240.97072,2178.175481,1000,999.43,8.466794,3,Y
401469696,49,F,1,78,62257.6,1,0,Rent,85070,1/11/2024,Thursday,Local,1,0,18,Phone,0,4,Compact,22643.61383,black,13959.07019,3404.439161,2000,1155.97,10.05236824,8,Y
401490432,41,M,1,97,59454.4,1,1,Own,85035,12/24/2024,Tuesday,Parking Lot,0,0,73,Phone,0,7,Medium,13168.79434,black,41095.92702,2288.61232,1000,1726.91,8.142866216,5,Y
401511168,39,M,0,10,58614.4,1,1,Rent,15027,7/3/2024,Wednesday,Parking Lot,0,0,25,Phone,1,5,Medium,22839.94228,white,21707.2002,3118.482012,500,1232.57,9.493432295,6,N
401905152,28,M,1,64,53318.4,1,0,Rent,15035,11/28/2024,Thursday,Local,0,0,76,Phone,1,8,Large,24734.60215,white,7973.609403,3766.244247,500,1055.6,9.029581942,2,Y
401925888,48,F,1,71,61939.2,1,1,Own,80016,4/3/2023,Monday,Local,0,0,22,Phone,0,4,Large,31037.23128,white,15800.17246,6402.807969,1000,999.43,9.65965947,7,N
401988096,34,F,1,76,56436.8,1,1,Own,15044,12/21/2023,Thursday,Highway,0,0,27,Phone,0,2,Medium,24379.06955,other,29917.47075,8056.463054,1000,1726.91,9.665853728,3,N
402071040,39,F,1,90,58606.4,1,0,Rent,80045,7/19/2023,Wednesday,Local,0,0,10,Phone,1,6,Large,11911.98795,other,16642.34233,4929.422914,500,1078.65,10.1396502,4,N
402091776,34,M,1,48,56411.2,1,1,Own,15010,11/12/2024,Tuesday,Local,1,0,60,Phone,1,8,Large,17088.33806,blue,41767.57198,7355.677109,1000,1324.78,10.02837431,3,N
402195456,52,M,0,77,63238.4,1,1,Own,20151,8/18/2023,Friday,Local,1,0,99,Phone,1,1,Medium,25479.59005,white,27312.67397,6264.449345,2000,1239.06,9.772294383,6,N
402361344,50,F,0,93,62595.2,0,0,Own,50008,12/24/2024,Tuesday,Local,0,0,94,Phone,0,6,Large,40513.95528,white,32906.73466,5123.386728,500,1082.36,7.186329933,7,N
402444288,48,M,1,72,61908.8,1,0,Rent,50005,12/23/2024,Monday,Parking Lot,0,0,57,Phone,1,4,Compact,30937.77247,blue,14319.10609,6533.732814,500,1055.6,9.293187799,2,Y
402465024,34,F,1,59,56416,1,1,Rent,20163,5/6/2024,Monday,Highway,0,1,66,Phone,1,4,Medium,27280.62941,black,16268.1868,5410.401708,1000,999.43,9.758883561,4,Y
402589440,30,F,0,55,54412.8,1,1,Own,20159,7/30/2023,Sunday,Highway,0,0,5,Phone,1,4,Compact,97621.7011,gray,41427.06841,4438.061097,500,1232.57,9.874963652,5,N
402672384,45,M,1,83,60913.6,0,1,Own,50012,2/11/2023,Saturday,Highway,3,0,8,Phone,1,9,Compact,16777.01886,red,5884.302287,3543.61206,1000,1324.78,10.23453262,5,N
402776064,29,F,1,81,53880,1,0,Rent,50056,12/23/2023,Saturday,Local,0,0,37,Phone,1,6,Large,7148.073181,other,10448.9241,8774.541969,1000,1622.67,8.467860319,5,N
402900480,48,F,0,95,61964.8,1,0,Own,85029,7/4/2023,Tuesday,Local,2,0,85,Phone,1,1,Large,19085.32144,silver,31732.43411,3341.685266,500,1354.2,10.01409922,1,N
403252992,54,F,1,56,63843.2,1,0,Own,50021,10/13/2024,Sunday,Highway,2,0,7,Phone,1,2,Medium,17691.90098,red,28572.79186,8831.910805,1000,1324.78,10.87632777,6,N
403418880,50,F,0,81,62593.6,1,0,Own,20107,4/6/2024,Saturday,Local,0,0,83,Phone,1,4,Medium,13866.51816,gray,16493.75282,5478.036565,1000,1622.67,9.310663131,3,N
403626240,42,M,0,81,59817.6,1,0,Own,20103,3/18/2024,Monday,Local,0,0,59,Phone,0,3,Medium,18238.8265,other,32720.78685,5913.375191,500,1354.2,9.923071802,3,N
404206848,43,M,1,79,60198.4,0,1,Rent,50005,1/23/2024,Tuesday,Local,0,0,99,Phone,1,4,Compact,26846.90494,white,41230.00392,3931.935164,2000,1246.68,8.478661001,4,Y
404248320,64,M,1,94,66529.6,1,1,Rent,50012,4/14/2023,Friday,Highway,1,1,100,Phone,1,7,Compact,10291.60909,other,22367.08007,7345.201194,1000,1622.67,10.08039446,3,N
404434944,30,F,1,76,54428.8,1,1,Rent,50026,9/17/2024,Tuesday,Parking Lot,0,0,62,Phone,0,6,Large,28768.94507,other,17804.39118,3848.803504,500,1055.6,8.342752307,4,N
404476416,45,M,1,82,60910.4,1,1,Own,15027,11/24/2024,Sunday,Parking Lot,0,0,29,Phone,1,3,Medium,42230.12706,other,13292.71086,2663.567542,1000,999.43,9.361513609,2,N
404683776,31,F,1,80,54945.6,1,1,Own,15020,2/17/2024,Saturday,Highway,0,0,21,Phone,0,8,Medium,14229.65118,gray,30833.27103,4286.106193,500,1078.65,8.683804241,4,N
404766720,66,M,1,84,67051.2,1,1,Rent,20107,6/24/2024,Monday,Highway,0,0,20,Phone,0,4,Medium,32786.0864,gray,18872.47477,6910.536084,1000,1324.78,8.221157008,7,N
404787456,38,F,1,63,58198.4,0,1,Own,20105,7/23/2024,Tuesday,Local,1,0,0,Phone,0,3,Medium,16949.80875,silver,31035.26232,4199.042112,500,1518.54,7.414842626,6,N
404891136,28,F,1,73,53312,0,1,Own,15027,9/4/2024,Wednesday,Local,1,0,39,Phone,1,5,Medium,15090.36408,black,40033.61046,8345.342672,1000,1622.67,9.217245402,5,N
404932608,21,M,1,78,48736,1,1,Rent,20116,5/2/2024,Thursday,Parking Lot,3,0,0,Phone,1,7,Large,15271.39983,silver,13171.23292,2969.593319,500,1354.2,9.981059327,8,N
404953344,49,M,1,85,62275.2,0,0,Rent,20102,1/19/2023,Thursday,Local,0,0,100,Phone,0,5,Large,16158.75972,red,6585.01928,3290.741655,500,1055.6,8.073145164,2,N
405098496,45,M,1,55,60902.4,0,0,Rent,50025,1/7/2023,Saturday,Highway,2,0,2,Phone,1,1,Medium,13608.51191,white,10111.39146,8194.750527,1000,1726.91,9.205683133,3,N
405139968,24,M,1,85,50873.6,1,1,Rent,85080,12/25/2023,Monday,Local,0,0,53,Phone,1,3,Medium,30437.35314,other,18848.93611,4473.648977,500,1078.65,8.976009781,2,Y
405409536,36,F,1,91,57326.4,1,1,Rent,20135,1/19/2023,Thursday,Highway,0,0,0,Phone,0,6,Medium,20158.32976,red,11833.0209,4720.718238,1000,1622.67,8.502821257,1,N
405451008,41,M,1,71,59403.2,1,0,Rent,50005,8/19/2023,Saturday,Local,1,0,51,Phone,1,6,Medium,24674.99267,red,43769.16536,9881.89851,500,1082.36,9.054149794,3,Y
405575424,41,M,1,72,59409.6,0,1,Own,85007,5/3/2023,Wednesday,Highway,0,0,48,Phone,1,5,Compact,7291.746151,white,47050.54409,11456.62145,500,1055.6,8.37127335,1,N
405679104,62,F,1,81,66030.4,1,0,Rent,80023,2/20/2023,Monday,Parking Lot,0,0,50,Phone,0,6,Large,22282.46881,red,20576.56655,3141.81539,1000,999.43,9.810875715,5,N
405927936,46,M,1,94,61251.2,1,1,Rent,50002,9/24/2024,Tuesday,Parking Lot,0,0,55,Phone,1,4,Large,28248.88091,black,13839.01027,13742.91783,2000,1239.06,8.700151071,5,N
405969408,36,M,0,53,57348.8,1,0,Own,15021,9/4/2023,Monday,Local,2,0,18,Phone,1,5,Compact,21180.69469,white,14022.83671,4206.35022,1000,1622.67,10.67374707,2,Y
406031616,35,M,1,68,56894.4,1,0,Own,50006,9/6/2023,Wednesday,Parking Lot,0,0,20,Phone,0,3,Medium,6861.940173,black,20106.96562,1992.467949,500,1055.6,8.98461127,6,N
406073088,49,M,0,94,62265.6,0,0,Rent,50012,1/7/2023,Saturday,Parking Lot,0,0,35,Phone,1,8,Large,19389.6958,gray,46279.58755,2805.002823,1000,999.43,7.995705086,3,N
406176768,46,F,1,77,61273.6,0,0,Rent,15035,6/7/2023,Wednesday,Local,0,0,18,Phone,1,5,Compact,14861.22157,gray,8944.015141,3387.478262,500,1232.57,10.85169217,7,N
406218240,40,M,0,72,59022.4,1,1,Own,50002,8/6/2023,Sunday,Local,0,1,50,Phone,0,5,Large,9317.857738,blue,8636.183754,5250.204042,500,1078.65,8.891774712,1,N
406301184,58,M,1,76,65011.2,1,0,Own,15028,1/21/2024,Sunday,Local,0,0,98,Phone,0,7,Large,29073.1861,gray,11389.17908,4737.467002,1000,1324.78,8.592669478,1,Y
406508544,46,F,1,69,61283.2,0,0,Own,20152,3/17/2024,Sunday,Local,0,1,23,Phone,0,4,Compact,14990.919,white,14649.32066,6225.310741,500,1082.36,9.411340947,6,Y
406529280,37,M,1,52,57752,1,1,Rent,15010,2/1/2024,Thursday,Local,0,1,50,Phone,1,6,Medium,64584.17949,black,18544.42588,2171.956254,500,1354.2,9.190534907,3,N
406695168,46,M,1,70,61254.4,1,1,Own,15012,12/5/2024,Thursday,Local,1,0,99,Phone,0,5,Compact,13547.41912,blue,75516.26406,1441.52824,2000,1155.97,8.868085855,5,N
406715904,39,F,1,44,58608,1,1,Rent,80022,1/22/2023,Sunday,Local,0,0,59,Phone,0,3,Large,13237.76069,white,19590.39722,2831.926634,1000,1726.91,7.574796076,4,N
406819584,43,M,1,69,60200,1,1,Rent,80013,10/25/2024,Friday,Local,0,0,20,Phone,1,6,Medium,25516.04694,gray,15619.19039,4594.382653,1000,1324.78,8.662005946,6,N
406840320,28,F,1,70,53334.4,1,1,Own,20163,11/2/2024,Saturday,Parking Lot,0,0,1,Phone,0,2,Compact,25399.93824,white,13171.9782,6412.915815,500,1518.54,8.614493181,4,N
406902528,37,M,1,80,57793.6,0,0,Rent,15001,9/5/2024,Thursday,Local,0,0,63,Phone,1,7,Large,51044.0477,blue,29660.82407,4136.505776,2000,1239.06,9.900786139,6,N
407089152,54,M,0,93,63824,0,1,Own,15010,3/8/2024,Friday,Local,1,0,99,Phone,1,6,Medium,14995.84197,white,43241.70403,3540.600497,500,1354.2,8.165526682,5,Y
407151360,53,F,1,78,63539.2,1,0,Own,15035,6/9/2023,Friday,Parking Lot,1,0,11,Phone,1,2,Medium,17884.50231,silver,21627.81315,4522.8775,500,1055.6,9.016610892,2,N
407255040,88,M,1,65,71638.4,0,0,Own,20115,12/18/2023,Monday,Highway,0,0,0,Phone,1,5,Compact,31139.88674,white,7083.712226,5434.415842,1000,1726.91,9.22831117,4,N
407317248,42,F,1,86,59803.2,1,1,Rent,50006,4/23/2024,Tuesday,Local,0,0,1,Phone,1,3,Medium,33353.31133,red,13973.07274,1019.292674,500,1232.57,9.824594393,5,N
407524608,39,F,1,87,58627.2,0,0,Own,80031,3/20/2023,Monday,Highway,1,0,50,Phone,1,4,Large,27349.5065,white,13057.25192,4793.271437,1000,1622.67,8.956973379,7,N
407545344,58,M,0,58,64958.4,0,0,Own,85018,8/23/2024,Friday,Parking Lot,0,0,0,Phone,0,6,Large,13351.58973,black,16193.83704,3746.628598,500,1082.36,8.857868345,4,Y
407835648,53,M,1,68,63521.6,0,1,Own,80101,5/9/2023,Tuesday,Parking Lot,0,0,83,Phone,0,6,Medium,21594.99136,white,20740.78415,4929.525545,500,1055.6,9.082007316,4,Y
407877120,56,F,1,67,64400,0,1,Rent,15022,9/5/2023,Tuesday,Parking Lot,2,0,2,Phone,1,10,Medium,11031.90694,silver,14468.30433,10374.26032,2000,1155.97,8.533864687,2,N
408022272,47,F,1,72,61577.6,0,0,Rent,15010,11/30/2024,Saturday,Highway,0,1,56,Phone,1,5,Large,16735.67731,silver,34460.05272,5167.451469,500,1232.57,9.570243139,1,N
408125952,47,M,0,49,61596.8,1,1,Own,50026,11/17/2024,Sunday,Highway,4,0,27,Phone,1,5,Large,9384.229918,other,16338.46858,6714.006369,1000,1324.78,7.004105268,2,Y
408208896,49,F,1,83,62260.8,0,0,Own,15001,8/8/2023,Tuesday,Highway,0,0,1,Phone,0,8,Large,17675.80322,red,31387.52452,3847.36749,2000,1239.06,7.303309443,5,N
408499200,42,F,1,87,79776,1,0,Rent,15025,11/8/2024,Friday,Highway,0,0,50,Phone,0,6,Compact,11119.99623,other,8760.004635,10878.77568,500,1055.6,10.21218729,6,N
408768768,54,M,1,74,63827.2,1,0,Rent,50055,11/7/2023,Tuesday,Parking Lot,5,0,5,Phone,1,6,Medium,16135.31826,white,10814.51996,2847.003138,1000,1324.78,8.328335751,2,N
408893184,38,F,1,86,58211.2,0,1,Rent,85065,7/3/2024,Wednesday,Parking Lot,0,0,50,Phone,1,7,Medium,25700.6933,white,14745.57392,4845.449604,500,1518.54,7.843599173,7,Y
409100544,47,F,1,89,61584,0,1,Rent,50021,9/29/2023,Friday,Local,0,0,100,Phone,0,9,Compact,23694.7558,white,11524.25917,4758.826574,1000,1622.67,10.18841934,6,Y
409121280,29,F,1,66,53867.2,0,1,Own,80031,10/24/2023,Tuesday,Parking Lot,0,0,28,Phone,0,4,Medium,13788.01071,gray,29780.93873,4654.132218,500,1082.36,8.837628483,3,Y
409722624,41,F,1,88,59425.6,1,1,Rent,20151,7/19/2024,Friday,Parking Lot,1,0,46,Phone,1,5,Compact,41365.30995,white,11245.97906,3767.22397,2000,1246.68,10.06086442,4,Y
409743360,48,M,1,49,61940.8,1,1,Rent,15012,7/21/2023,Friday,Local,0,0,36,Phone,1,7,Large,15347.60047,silver,25990.557,6922.929192,1000,1622.67,8.542435794,4,Y
409950720,23,M,1,86,50177.6,0,1,Rent,20160,1/11/2023,Wednesday,Local,0,0,4,Phone,1,7,Compact,26541.37157,silver,13295.44161,5046.271634,500,1055.6,9.582609832,6,N
410095872,43,F,1,84,60172.8,1,1,Rent,80016,9/21/2023,Thursday,Local,0,1,93,Phone,0,4,Medium,31052.44487,black,8734.091698,7305.105407,2000,1155.97,9.656515108,5,N
410365440,63,F,1,76,66307.2,0,1,Own,85042,4/5/2024,Friday,Local,0,1,0,Phone,0,7,Large,17916.61197,black,14048.13099,3283.136363,2000,1246.68,9.242193186,4,N
410448384,44,M,1,84,60542.4,0,1,Own,80046,5/1/2023,Monday,Parking Lot,1,1,98,Phone,1,4,Compact,10063.67155,silver,30693.48197,3161.217228,500,1055.6,9.826264117,3,N
410572800,44,M,1,84,60544,0,1,Own,85011,7/22/2023,Saturday,Highway,0,0,7,Phone,1,3,Compact,19864.62517,gray,22228.46379,10988.29413,2000,1155.97,9.051998435,2,N
410593536,41,M,0,60,59430.4,1,1,Rent,50051,8/22/2024,Thursday,Local,2,1,40,Phone,1,5,Medium,35381.56126,blue,12393.18606,5033.774044,1000,1726.91,8.543498295,6,N
410780160,57,M,1,82,64684.8,0,1,Rent,15012,6/11/2024,Tuesday,Highway,0,0,94,Phone,1,3,Compact,21331.5307,gray,17794.64379,3809.20686,1000,1324.78,6.886963178,3,N
411091200,40,M,1,85,59036.8,1,1,Own,15009,5/20/2023,Saturday,Local,1,0,0,Phone,1,5,Compact,25176.50483,blue,24726.68183,4474.543118,500,1082.36,7.927877913,3,N
411277824,63,F,1,84,66275.2,0,0,Own,85077,3/7/2023,Tuesday,Local,0,1,93,Phone,1,8,Compact,7814.686725,silver,39795.75321,6524.176363,1000,999.43,7.950030038,7,N
411443712,31,F,0,52,54966.4,1,1,Rent,20165,5/4/2024,Saturday,Highway,0,1,50,Phone,0,5,Medium,35953.35686,red,18798.40545,4333.663909,1000,1726.91,10.01194598,5,N
411464448,34,M,1,74,56414.4,1,1,Rent,85040,11/13/2023,Monday,Highway,0,0,95,Phone,1,8,Large,19146.62738,gray,21881.26621,2037.171522,500,1232.57,9.428206351,5,N
411609600,36,F,1,73,57328,1,0,Own,80003,4/4/2023,Tuesday,Local,0,0,82,Phone,1,7,Compact,10910.21428,blue,18559.47943,4523.62996,500,1518.54,8.097107001,5,N
411982848,39,M,1,82,58612.8,1,0,Own,15019,5/21/2023,Sunday,Local,6,1,98,Phone,1,8,Compact,70837.54447,silver,41984.99254,7915.189363,1000,1726.91,9.167800104,1,Y
412190208,43,M,1,76,60168,1,0,Own,15021,6/4/2023,Sunday,Local,0,0,57,Phone,1,4,Medium,35160.92942,blue,46335.92947,3143.430014,1000,1324.78,9.251146264,3,Y
412459776,89,F,1,65,71811.2,1,0,Own,85015,6/24/2024,Monday,Local,1,0,0,Phone,0,4,Compact,8959.390791,blue,10316.16102,7668.244947,500,1082.36,9.127481508,2,N
412708608,41,F,1,75,59416,1,1,Own,20134,9/18/2024,Wednesday,Parking Lot,0,0,100,Phone,1,5,Compact,42041.7221,white,30590.6068,6609.247956,500,1078.65,9.150123107,4,N
412791552,66,M,1,69,67008,1,1,Own,80037,11/3/2023,Friday,Local,0,0,57,Phone,1,8,Compact,36213.49235,other,28011.18595,2959.603088,500,1518.54,8.827059793,4,N
412812288,33,F,1,86,55952,1,0,Rent,80019,6/1/2023,Thursday,Parking Lot,2,1,95,Phone,1,8,Medium,5027.716756,silver,20320.25944,5630.964541,2000,1239.06,10.01913613,1,N
413123328,55,F,1,77,64097.6,1,0,Own,80012,9/22/2024,Sunday,Local,0,0,98,Phone,0,4,Compact,27617.39045,black,5897.539871,2806.60514,500,1354.2,10.37692671,4,N
413185536,55,F,1,69,64140.8,0,1,Own,20102,5/13/2024,Monday,Parking Lot,0,0,56,Phone,1,5,Large,33074.92384,other,50949.51668,5536.523714,500,1055.6,10.91749413,1,N
413662464,24,M,1,82,50849.6,0,1,Rent,85022,12/18/2024,Wednesday,Parking Lot,0,1,17,Phone,0,2,Large,21163.2386,blue,50149.50384,4986.730976,500,1232.57,9.210367498,3,N
413703936,52,F,1,83,63203.2,1,1,Rent,85005,8/20/2023,Sunday,Local,0,0,87,Phone,0,4,Compact,18754.20785,red,46168.75284,4193.341868,500,1078.65,10.99286398,3,N
414035712,52,M,0,60,63220.8,1,0,Rent,20132,5/13/2023,Saturday,Highway,0,0,34,Phone,1,5,Compact,11867.31705,blue,42453.62439,7439.608506,2000,1239.06,10.21165668,5,N
414118656,71,F,1,83,68211.2,1,0,Own,50054,3/14/2023,Tuesday,Parking Lot,1,1,92,Phone,1,1,Medium,23932.31504,gray,33818.43961,4971.613283,1000,1622.67,9.858015578,5,N
414201600,40,M,1,69,59017.6,1,0,Own,50051,5/1/2023,Monday,Parking Lot,0,0,99,Phone,0,7,Large,17072.79215,gray,61972.81767,7429.066968,500,1354.2,6.944508305,5,N
414243072,34,F,0,87,56428.8,0,1,Own,20103,6/24/2024,Monday,Local,0,0,70,Phone,1,6,Compact,49137.93219,gray,17316.42822,6220.32991,500,1055.6,8.874027491,7,N
414326016,50,M,0,79,62574.4,1,1,Rent,20160,4/9/2024,Tuesday,Local,1,0,49,Phone,1,4,Compact,9755.689944,other,18963.48151,9505.905709,2000,1155.97,9.508194825,2,Y
414346752,68,M,1,59,67542.4,1,0,Own,50013,11/25/2024,Monday,Local,0,0,51,Phone,0,1,Medium,22227.82425,white,13832.40524,4259.436469,1000,1726.91,8.835257321,4,N
414388224,41,M,1,78,59409.6,1,1,Rent,20104,4/1/2024,Monday,Highway,0,0,47,Phone,0,6,Medium,18842.26648,other,32382.63726,2830.709969,500,1078.65,8.927151832,3,Y
414823680,45,M,1,91,60894.4,1,0,Rent,50005,1/9/2024,Tuesday,Parking Lot,0,0,99,Phone,1,7,Compact,38787.40973,silver,18169.13281,6361.268177,500,1082.36,8.524823436,2,Y
414865152,53,M,1,78,63496,0,1,Rent,80019,4/18/2024,Thursday,Local,0,0,1,Phone,1,5,Large,14693.92597,white,13820.18185,4903.979635,500,1055.6,10.5186752,8,N
414948096,46,F,1,68,61238.4,1,1,Own,20120,10/9/2024,Wednesday,Local,1,0,4,Phone,1,5,Large,21574.35471,blue,21676.50204,1418.135635,1000,999.43,9.421102174,6,N
415155456,52,F,1,80,63200,1,0,Own,20109,1/8/2024,Monday,Local,1,1,18,Phone,1,5,Medium,31234.61613,other,19823.89316,5662.81937,1000,1726.91,10.68531103,3,N
415176192,64,F,0,59,66536,1,1,Own,15001,11/25/2024,Monday,Highway,3,1,50,Phone,1,4,Compact,53421.2571,blue,17528.14296,1665.138794,500,1232.57,9.890059114,5,N
415466496,39,M,1,70,58625.6,0,0,Own,85041,9/9/2024,Monday,Parking Lot,3,0,50,Phone,1,6,Compact,20542.1126,gray,20719.68795,6607.194248,1000,1622.67,7.789274001,7,N
415653120,44,F,1,66,60571.2,1,0,Rent,80003,10/3/2023,Tuesday,Local,0,0,50,Phone,0,2,Medium,8356.997783,red,17394.21275,6080.707743,500,1055.6,11.21984653,1,N
415860480,33,M,1,47,55940.8,0,1,Own,50027,7/11/2023,Tuesday,Parking Lot,0,0,100,Phone,0,3,Medium,12762.63133,silver,29674.32535,3787.603236,2000,1155.97,8.871843149,5,N
415964160,32,F,0,55,55459.2,1,1,Rent,80047,4/17/2024,Wednesday,Local,3,1,16,Phone,1,3,Medium,22331.25862,other,11305.49458,7071.632929,1000,1324.78,10.21988126,6,N
415984896,33,M,1,86,55948.8,0,0,Rent,20128,6/8/2024,Saturday,Highway,1,0,20,Phone,0,7,Compact,21099.3523,white,26995.95723,7873.702005,500,1518.54,9.651208191,6,N
416150784,38,F,0,82,58203.2,1,1,Own,15026,12/31/2023,Sunday,Parking Lot,0,1,100,Phone,1,6,Medium,37277.87137,gray,11283.32864,4396.840999,500,1082.36,9.882954228,4,N
416358144,43,F,1,83,60188.8,1,1,Own,50026,8/7/2023,Monday,Highway,1,1,56,Phone,1,10,Large,6195.639036,silver,28425.3773,5772.570979,1000,999.43,9.941456339,5,N
416441088,29,M,1,80,53886.4,0,0,Rent,80015,12/23/2024,Monday,Local,1,*,12,Phone,1,7,Compact,7371.174255,silver,15424.27545,1783.725684,500,1232.57,7.941368891,2,Y
416565504,39,M,0,24,58625.6,0,1,Own,20132,8/9/2024,Friday,Parking Lot,0,0,0,Phone,0,4,Medium,22800.81861,other,13854.67155,5376.641296,500,1518.54,7.833276362,4,N
416731392,25,M,0,91,51476.8,1,0,Own,85026,8/10/2023,Thursday,Highway,0,1,55,Phone,1,2,Compact,9787.398196,white,23603.95371,6491.715266,500,1354.2,8.079098145,2,N
